Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
48944,2035,AI-Augmented Society,Neutral,Middle East,Senior (51-65),Primary,Healthcare,Creative AI,8.3,23.76,72.22,64.64,71.97,63.35,58.11,58.86,69.06,56.0,52.68,76.24,25.69,65.7,49.42,Democratized access to expertise; Cross-domain creativity boosts; Reduced cognitive load on repetitive tasks,Declining handwriting and manual skills; Polarization through AI echo chambers,Positive Growth
48945,2070,Symbiotic Intelligence Age,Mixed,Europe,Elder (65+),Undergraduate,Technology,Full AGI Integration,52.5,85.14,49.81,69.41,65.48,54.06,34.69,61.13,54.55,73.76,72.29,63.64,85.74,71.42,33.54,Cross-domain creativity boosts; Faster medical diagnostics,Skill atrophy in non-AI domains; Reduced tolerance for ambiguity,Stagnant / Moderate
48946,2052,Cognitive Co-Evolution,Mixed,South Asia,Adult (36-50),Primary,Creative Arts,Multi-modal AI,23.2,57.76,76.32,69.74,69.29,64.22,73.58,61.78,70.18,61.71,58.44,63.51,48.55,71.24,48.37,Personalized learning pathways,Reduced tolerance for ambiguity; Over-reliance on AI outputs; Skill atrophy in non-AI domains,Stagnant / Moderate
48947,2075,Symbiotic Intelligence Age,Neutral,Latin America,Young Adult (26-35),Postgraduate,Healthcare,Full AGI Integration,40.4,82.84,74.29,54.43,69.41,73.55,72.69,76.66,51.58,61.44,74.29,74.18,83.99,66.55,54.27,Democratized access to expertise,Memory atrophy from AI offloading; Job displacement anxiety; Decreased social bonding,Positive Growth
48948,2057,Cognitive Co-Evolution,Pessimistic,South Asia,Senior (51-65),PhD/Research,Engineering,AGI-Adjacent Tools,26.7,64.45,46.48,50.38,42.33,47.02,51.56,50.57,51.16,47.91,74.85,50.42,56.8,41.4,39.01,Broader knowledge access; Increased productivity for deep work,Loss of deep reading habits; Decreased self-confidence in decisions; Creativity homogenization; Emotional detachment from AI mediation,Cognitive Decline Risk
48949,2052,Cognitive Co-Evolution,Pessimistic,Middle East,Young Adult (26-35),Undergraduate,Finance,Analytical AI,42.0,61.49,51.21,53.28,59.23,50.59,47.16,51.53,46.75,55.44,65.67,45.59,74.31,58.7,30.5,Faster medical diagnostics; Enhanced research capabilities,Reduced risk-taking in innovation; Reduced physical-world problem solving,Cognitive Decline Risk
48950,2064,Symbiotic Intelligence Age,Pessimistic,North America,Elder (65+),Secondary,Technology,Full AGI Integration,44.9,84.82,49.28,50.4,57.88,40.46,42.83,52.36,27.74,48.41,77.59,49.63,76.91,32.43,25.27,,Loss of deep reading habits; Skill atrophy in non-AI domains,Cognitive Decline Risk
48951,2040,Deep AI Dependency Era,Pessimistic,South Asia,Senior (51-65),PhD/Research,Education,Analytical AI,29.4,46.89,56.46,66.03,57.01,63.23,39.0,57.74,70.01,57.57,50.8,50.71,59.27,58.52,45.63,Democratized access to expertise; Greater scientific discovery rates,Polarization through AI echo chambers; Reduced risk-taking in innovation; Attention span deterioration; Reduced tolerance for ambiguity,Cognitive Decline Risk
48952,2065,Symbiotic Intelligence Age,Mixed,East Asia,Youth (18-25),Primary,Creative Arts,Multi-modal AI,46.2,79.76,58.37,57.02,73.27,56.62,67.41,54.88,60.07,71.24,75.46,72.13,73.46,72.51,52.18,Reduced cognitive load on repetitive tasks,Decreased social bonding; Reduced physical-world problem solving; Memory atrophy from AI offloading,Stagnant / Moderate
48953,2049,Post-Singularity Transition,Optimistic,Oceania,Senior (51-65),Primary,Social Sciences,Analytical AI,10.7,47.3,79.82,78.56,81.5,68.61,70.45,81.45,77.44,71.27,65.28,74.89,41.8,78.98,54.44,Enhanced emotional regulation through AI coaching; Optimized problem-solving frameworks,Decreased social bonding; Memory atrophy from AI offloading,Positive Growth
48954,2037,Deep AI Dependency Era,Pessimistic,Middle East,Senior (51-65),Postgraduate,Law,None,21.4,39.15,65.64,54.06,66.81,54.97,42.88,53.03,77.03,67.27,58.49,66.14,45.68,61.61,39.53,Improved creative brainstorming,Existential anxiety from AI advancement; Loss of deep reading habits; Memory atrophy from AI offloading; Privacy erosion through behavioral data,Cognitive Decline Risk
48955,2071,Symbiotic Intelligence Age,Pessimistic,Middle East,Youth (18-25),Undergraduate,Engineering,Full AGI Integration,39.7,79.55,40.86,22.69,49.64,47.98,38.33,53.16,42.76,38.91,70.83,40.06,81.23,40.58,8.78,Broader knowledge access,Existential anxiety from AI advancement; Digital addiction patterns; Over-reliance on AI outputs,Cognitive Decline Risk
48956,2051,Cognitive Co-Evolution,Pessimistic,Africa,Youth (18-25),Undergraduate,Entrepreneurship,Creative AI,28.0,63.92,60.61,52.09,60.23,64.0,52.57,48.09,62.85,56.84,71.17,65.92,58.82,51.43,47.8,Enhanced emotional regulation through AI coaching,Decreased social bonding; Job displacement anxiety; Reduced tolerance for ambiguity,Cognitive Decline Risk
48957,2065,Symbiotic Intelligence Age,Optimistic,Africa,Young Adult (26-35),Primary,Business,AGI-Adjacent Tools,35.9,64.48,78.19,74.29,68.97,74.13,70.21,84.31,70.57,75.46,66.94,79.97,60.79,85.29,57.24,Reduced cognitive load on repetitive tasks; Cross-domain creativity boosts; Improved creative brainstorming; Enhanced research capabilities,Existential anxiety from AI advancement,Positive Growth
48958,2029,AI Mainstream Adoption,Optimistic,Middle East,Youth (18-25),Postgraduate,Skilled Trades,None,0.7,16.5,58.49,66.95,54.47,60.77,59.32,51.21,85.22,68.57,57.03,63.09,28.28,54.85,44.2,Improved mental health support tools; Personalized learning pathways,,Stagnant / Moderate
48959,2045,Post-Singularity Transition,Pessimistic,Africa,Adult (36-50),Primary,Social Sciences,Analytical AI,38.1,58.69,60.75,58.61,61.77,49.46,30.91,58.6,66.86,51.52,63.49,50.22,60.82,42.47,43.02,,Skill atrophy in non-AI domains; Emotional detachment from AI mediation; Declining handwriting and manual skills; Reduced independent thinking,Cognitive Decline Risk
48960,2056,Cognitive Co-Evolution,Neutral,Oceania,Senior (51-65),Primary,Technology,Multi-modal AI,16.3,54.13,71.46,55.67,76.43,70.09,65.54,83.14,58.59,67.18,69.86,54.22,60.91,52.85,59.64,Real-time language and cultural bridging; Increased productivity for deep work,Polarization through AI echo chambers; Creativity homogenization,Positive Growth
48961,2065,Symbiotic Intelligence Age,Neutral,Africa,Senior (51-65),Undergraduate,Engineering,Multi-modal AI,40.5,68.58,63.2,61.53,79.54,69.27,53.81,72.96,58.68,62.99,77.67,51.22,66.86,58.68,39.46,Democratized access to expertise; Improved accessibility for disabled individuals,Job displacement anxiety; Creativity homogenization,Positive Growth
48962,2024,Early AI Integration,Pessimistic,South Asia,Young Adult (26-35),Secondary,Engineering,None,16.3,28.51,59.53,65.0,79.07,71.76,50.04,57.24,84.07,66.81,53.17,66.33,32.31,68.25,41.12,Reduced cognitive load on repetitive tasks,Memory atrophy from AI offloading; Privacy erosion through behavioral data; Reduced tolerance for ambiguity,Cognitive Decline Risk
48963,2034,AI-Augmented Society,Neutral,South Asia,Senior (51-65),Primary,Engineering,None,8.3,21.6,68.35,65.85,57.92,58.96,55.23,68.81,69.53,61.74,61.06,59.32,39.85,55.41,42.99,Improved accessibility for disabled individuals; Enhanced collaborative intelligence; Improved creative brainstorming,Digital addiction patterns; Job displacement anxiety,Stagnant / Moderate
48964,2064,Symbiotic Intelligence Age,Neutral,Africa,Young Adult (26-35),Primary,Unemployed/Retired,AGI-Adjacent Tools,20.9,63.58,65.52,65.21,74.51,66.38,75.55,65.02,56.88,58.14,61.51,70.52,59.82,66.25,37.67,Cross-domain creativity boosts; Accelerated innovation cycles,Decreased self-confidence in decisions; Skill atrophy in non-AI domains; Reduced risk-taking in innovation,Positive Growth
48965,2063,Symbiotic Intelligence Age,Optimistic,North America,Adult (36-50),PhD/Research,Engineering,AGI-Adjacent Tools,33.3,59.16,68.81,82.09,81.02,81.7,87.07,78.87,65.59,77.39,68.62,70.89,65.31,86.5,61.61,Democratized access to expertise; Optimized problem-solving frameworks; Enhanced research capabilities; Enhanced emotional regulation through AI coaching,,Positive Growth
48966,2075,Symbiotic Intelligence Age,Optimistic,Africa,Youth (18-25),Secondary,Engineering,Full AGI Integration,38.5,81.53,79.62,91.27,89.35,81.03,82.01,94.56,68.93,76.86,72.07,88.93,87.39,94.41,64.85,Improved creative brainstorming; Improved accessibility for disabled individuals; Increased productivity for deep work,Privacy erosion through behavioral data,Positive Growth
48967,2047,Post-Singularity Transition,Mixed,South Asia,Adult (36-50),PhD/Research,Creative Arts,Multi-modal AI,27.6,44.23,64.12,75.95,56.86,62.2,32.97,58.13,59.64,58.37,61.5,55.11,49.41,72.17,54.26,Improved accessibility for disabled individuals; Personalized learning pathways,Privacy erosion through behavioral data; Algorithmic bias reinforcement,Stagnant / Moderate
48968,2038,Deep AI Dependency Era,Pessimistic,Southeast Asia,Senior (51-65),Undergraduate,Social Sciences,Creative AI,16.5,36.53,66.5,75.76,62.7,66.26,58.63,62.16,75.67,63.36,68.12,56.04,42.18,70.32,34.93,Enhanced collaborative intelligence,Reduced independent thinking; Existential anxiety from AI advancement; Creativity homogenization,Cognitive Decline Risk
48969,2038,Deep AI Dependency Era,Optimistic,Middle East,Senior (51-65),Secondary,Technology,None,16.0,24.67,66.47,67.9,61.21,70.03,67.33,64.51,83.03,74.26,59.12,64.2,32.47,65.32,47.63,Faster medical diagnostics; Real-time language and cultural bridging,Emotional detachment from AI mediation,Positive Growth
48970,2071,Symbiotic Intelligence Age,Optimistic,Oceania,Adult (36-50),PhD/Research,Creative Arts,AGI-Adjacent Tools,26.7,73.5,83.7,81.09,78.48,79.21,87.78,94.35,62.32,81.76,72.51,85.74,72.27,85.53,64.05,Better data-driven decisions; Enhanced collaborative intelligence; Enhanced emotional regulation through AI coaching,Declining handwriting and manual skills; Reduced tolerance for ambiguity,Positive Growth
48971,2051,Cognitive Co-Evolution,Neutral,North America,Youth (18-25),PhD/Research,Unemployed/Retired,Creative AI,21.3,46.43,64.75,58.17,75.82,62.66,65.0,78.76,67.45,61.78,60.06,63.14,37.47,51.62,50.93,Augmented artistic expression; Accelerated innovation cycles,Reduced physical-world problem solving; Reduced tolerance for ambiguity; Decreased social bonding,Positive Growth
48972,2042,Post-Singularity Transition,Neutral,Oceania,Young Adult (26-35),Undergraduate,Skilled Trades,Analytical AI,14.3,34.5,58.8,64.27,65.9,68.78,61.0,63.94,59.88,63.42,63.56,66.0,31.15,52.47,31.78,Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging; Enhanced research capabilities,Over-reliance on AI outputs; Emotional detachment from AI mediation,Stagnant / Moderate
48973,2059,Cognitive Co-Evolution,Mixed,Southeast Asia,Young Adult (26-35),PhD/Research,Social Sciences,Multi-modal AI,36.2,71.46,53.89,61.76,77.31,62.02,33.15,47.12,66.14,76.86,71.15,60.19,75.8,74.77,51.02,Cross-domain creativity boosts; Broader knowledge access; Accelerated innovation cycles,Creativity homogenization,Stagnant / Moderate
48974,2061,Symbiotic Intelligence Age,Pessimistic,Latin America,Adult (36-50),Undergraduate,Entrepreneurship,Full AGI Integration,38.4,70.7,46.22,39.7,53.08,46.44,38.49,48.66,42.17,45.05,76.39,43.91,65.75,47.53,35.7,Faster medical diagnostics,Decreased self-confidence in decisions; Attention span deterioration,Cognitive Decline Risk
48975,2053,Cognitive Co-Evolution,Optimistic,East Asia,Senior (51-65),PhD/Research,Entrepreneurship,Creative AI,25.1,46.98,72.76,70.17,67.99,70.97,70.03,79.49,81.89,66.84,57.83,78.14,61.34,78.12,55.7,Improved accessibility for disabled individuals; Enhanced collaborative intelligence; Better data-driven decisions,Decreased self-confidence in decisions,Positive Growth
48976,2036,Deep AI Dependency Era,Neutral,Europe,Young Adult (26-35),Primary,Creative Arts,Basic Assistants,10.5,26.25,65.33,57.57,68.61,65.31,52.67,71.5,74.91,64.55,53.12,51.3,21.32,60.99,54.45,Real-time language and cultural bridging; Democratized access to expertise; Cross-domain creativity boosts,Reduced independent thinking; Creativity homogenization; Attention span deterioration,Stagnant / Moderate
48977,2024,Early AI Integration,Optimistic,Southeast Asia,Youth (18-25),PhD/Research,Finance,None,0,13.57,50.76,60.0,58.37,55.8,40.71,52.98,90.2,64.58,52.29,62.27,24.71,60.75,44.55,Real-time language and cultural bridging; Improved creative brainstorming,Loss of deep reading habits; Creativity homogenization,Stagnant / Moderate
48978,2026,Early AI Integration,Pessimistic,Africa,Elder (65+),PhD/Research,Social Sciences,Basic Assistants,19.4,31.84,88.63,60.15,55.77,71.48,50.95,63.4,73.78,65.53,61.42,62.27,32.29,61.27,34.71,,Emotional detachment from AI mediation; Skill atrophy in non-AI domains; Job displacement anxiety,Cognitive Decline Risk
48979,2040,Deep AI Dependency Era,Optimistic,Southeast Asia,Adult (36-50),Postgraduate,Entrepreneurship,Creative AI,18.7,29.51,63.6,70.97,69.13,61.46,61.8,62.57,68.91,72.93,59.13,64.82,43.55,66.29,55.47,Augmented artistic expression; Improved creative brainstorming,Reduced physical-world problem solving; Attention span deterioration,Positive Growth
48980,2034,AI-Augmented Society,Pessimistic,Africa,Senior (51-65),Postgraduate,Engineering,Basic Assistants,7.2,29.1,69.76,69.18,69.02,62.79,50.17,53.36,78.92,66.58,51.13,71.81,39.6,56.14,44.09,,Polarization through AI echo chambers; Privacy erosion through behavioral data; Creativity homogenization; Reduced tolerance for ambiguity,Cognitive Decline Risk
48981,2036,Deep AI Dependency Era,Mixed,Europe,Elder (65+),Primary,Finance,None,13.4,34.38,81.61,57.58,38.74,66.53,54.18,71.26,65.04,71.86,57.28,63.11,40.15,60.07,57.64,Real-time language and cultural bridging; Optimized problem-solving frameworks,Decreased self-confidence in decisions; Creativity homogenization,Stagnant / Moderate
48982,2024,Early AI Integration,Neutral,Middle East,Young Adult (26-35),PhD/Research,Unemployed/Retired,Basic Assistants,1.1,7.56,60.95,61.63,65.53,59.54,53.8,55.78,82.19,60.93,51.72,59.37,19.2,51.18,32.45,Improved accessibility for disabled individuals; Better data-driven decisions,Digital addiction patterns; Job displacement anxiety,Stagnant / Moderate
48983,2030,AI Mainstream Adoption,Optimistic,Africa,Young Adult (26-35),PhD/Research,Healthcare,Basic Assistants,13.4,18.24,56.89,62.83,67.18,67.3,43.54,56.88,80.02,62.59,49.11,62.83,30.86,60.42,46.7,Enhanced collaborative intelligence; Faster medical diagnostics; Improved mental health support tools,Job displacement anxiety; Decreased social bonding,Stagnant / Moderate
48984,2062,Symbiotic Intelligence Age,Neutral,North America,Youth (18-25),Postgraduate,Business,Full AGI Integration,37.6,62.39,67.87,66.06,74.61,70.37,73.1,81.26,53.83,57.69,69.07,58.27,68.29,58.47,39.03,Better data-driven decisions; Reduced cognitive load on repetitive tasks; Increased productivity for deep work,Skill atrophy in non-AI domains; Attention span deterioration; Polarization through AI echo chambers,Positive Growth
48985,2075,Symbiotic Intelligence Age,Neutral,North America,Senior (51-65),Secondary,Law,Full AGI Integration,37.7,81.2,71.69,57.54,76.2,64.99,74.48,75.41,54.62,66.36,74.94,66.92,86.34,56.94,55.28,Optimized problem-solving frameworks,Job displacement anxiety; Polarization through AI echo chambers,Positive Growth
48986,2050,Post-Singularity Transition,Mixed,Latin America,Elder (65+),Secondary,Education,Analytical AI,32.2,49.77,50.46,60.55,65.21,69.38,34.29,63.06,64.72,60.28,70.62,50.46,50.03,61.69,57.43,Improved creative brainstorming; Faster skill acquisition,Reduced tolerance for ambiguity,Stagnant / Moderate
48987,2070,Symbiotic Intelligence Age,Mixed,East Asia,Youth (18-25),Undergraduate,Healthcare,AGI-Adjacent Tools,31.6,66.32,61.86,52.77,65.64,47.41,56.3,68.43,43.37,65.23,70.15,64.8,57.64,57.72,43.12,Broader knowledge access; Optimized problem-solving frameworks; Personalized learning pathways,Existential anxiety from AI advancement; Skill atrophy in non-AI domains,Stagnant / Moderate
48988,2049,Post-Singularity Transition,Optimistic,South Asia,Senior (51-65),Secondary,Law,Analytical AI,26.2,43.05,71.45,70.93,74.61,60.97,69.46,73.28,82.7,68.41,65.82,75.18,44.78,78.06,60.03,Democratized access to expertise; Optimized problem-solving frameworks,Declining handwriting and manual skills,Positive Growth
48989,2070,Symbiotic Intelligence Age,Mixed,South Asia,Elder (65+),Primary,Business,AGI-Adjacent Tools,41.2,78.98,59.25,70.6,72.82,60.42,55.38,58.35,53.4,62.81,81.55,65.37,80.26,72.76,61.0,Reduced cognitive load on repetitive tasks; Enhanced emotional regulation through AI coaching; Democratized access to expertise,Reduced independent thinking; Reduced risk-taking in innovation,Stagnant / Moderate
48990,2044,Post-Singularity Transition,Optimistic,Oceania,Senior (51-65),Postgraduate,Unemployed/Retired,Analytical AI,25.1,41.17,65.62,70.84,69.38,66.57,73.32,74.09,79.13,70.56,62.3,71.93,51.44,65.11,51.92,Improved creative brainstorming; Broader knowledge access; Greater scientific discovery rates; Democratized access to expertise,Algorithmic bias reinforcement,Positive Growth
