Clothing_ID,Clothing_Name,Native_Name,Country,Region,Ethnic_Group,Garment_Type,Clothing_Category,Historical_Period,Primary_Fabric,Secondary_Fabric,Weaving_Technique,Embroidery_Type,Dominant_Colors,Occasion_Used,Religious_Significance,Traditional_Accessories,Climate_Adaptation,Cultural_Symbolism,Modern_Fashion_Influence,Endangered_Tradition_Status,Visual_Vibrancy_Score,Historical_Depth_Score
TG-37091,Isicwaya Skin Wrap,Isicwaya Skin Wrap,South Africa,Southern Africa,Zulu,,Accessory,,Cowhide,Beaded cotton,Narrow strip loom,Beadwork,"White, Black, Emerald",Umhlanga Reed Dance,Taoist cosmic balance,Ilala palm earrings,Arctic Tundra,Zulu royal lineage age grade and martial prestige,Low,Active,7,5
TG-37092,Isidwaba Skirt,Not Documented,South Africa,Southern Africa,Zulu,Wrap Skirt,Footwear,Timurid Era,Cowhide,Cowhide,Knotted pile,Reverse applique,"Black, Crimson, White",Wedding Lobola,Unknown,Spear,Unknown,Zulu royal lineage age grade and martial prestige,Medium,Active,8,2
TG-37093,Umqhele Headband,,South Africa,Southern Africa,Zulu,Cloak,Footwear,Viking Age,Sheepskin,Cotton lining,Screen printing,Mirror work shisha,"Emerald, White",Wedding Lobola,Animist spirit world connection,Spear,Subarctic,Zulu royal lineage age grade and martial prestige,Very High,Endangered,8,10
TG-37094,Ibheshu Loincloth,Ibheshu Loincloth,South Africa,Southern Africa,Zulu,N/A,Accessory,19th Century,Sheepskin,Silk thread,Supplementary weft,Drawn thread,"White, Black",Ukweshwama,Buddhist merit and dharma symbolism,Spear,Arctic Tundra,Zulu royal lineage age grade and martial prestige,Medium,Active,8,2
TG-37095,Grand Boubou,Grand Boubou,Senegal,West Africa,Wolof,Coat,Innerwear,Medieval 1000-1400 CE,Wax print,Cotton bazin,Narrow strip loom,Smocking,"Cobalt, Purple, Royal Blue",Korite,Christian faith and saint veneration,Talisman gris-gris,Temperate Maritime,Wolof griot heritage and Sufi brotherhood identity,None,Endangered,7,4
TG-37096,Tasseled Cape,Tasseled Cape,Senegal,West Africa,Wolof,Parka,Ceremonial,Enlightenment Era,Cotton bazin,Silk thread,Hand spinning,None,"Purple, Royal Blue",Korite,Christian faith and saint veneration,Talisman gris-gris,Equatorial Rainforest,Wolof griot heritage and Sufi brotherhood identity,Low,Extinct,7,3
TG-37097,Kaftan Robe,Kaftan Robe,Senegal,West Africa,Wolof,Jacket,Outerwear,Early Medieval 500-1000 CE,Silk organza,Cotton bazin,Card weaving,Whitework,"Royal Blue, Purple, Gold",Korite,,Talisman gris-gris,Subarctic,Wolof griot heritage and Sufi brotherhood identity,,Active,3,4
TG-37098,Thiakhasse Wrapper,Unknown,Senegal,West Africa,Wolof,Jacket,Footwear,Classical Antiquity,Wax print,,Drawloom,Cutwork,"Purple, Gold",Wedding,None,Gold earrings,Cold Continental,Wolof griot heritage and Sufi brotherhood identity,Unknown,Active,4,3
TG-37099,Hunters Shirt,,Mali,West Africa,Dogon,Wrap Skirt,Ritual,Enlightenment Era,Hand-spun cotton,N/A,Mud cloth bogolanfini,None,"Indigo, Ochre",Hogon Initiation,Shamanic world tree and axis mundi,Iron bracelet,Mountain Desert,Dogon cosmology and Nommo ancestor spirit symbolism,None,Active,4,9
TG-37100,Dama Mask Costume,Dama Mask Costume,Mali,West Africa,Dogon,Warrior Attire,Footwear,Early 20th Century,Bark cloth,Bark cloth,Hand spinning,Shadow work,"Ochre, White, Black",Harvest,None,Carved wooden mask,Cold Alpine,Dogon cosmology and Nommo ancestor spirit symbolism,Low,Active,4,9
TG-37101,Toguna Cloth,Toguna Cloth,Mali,West Africa,Dogon,Apron,Court,Timurid Era,Hand-spun cotton,None,Ndop resist,Phulkari bagh stitch,"Black, White, Ochre",Hogon Initiation,N/A,Carved wooden mask,Cold Alpine,Dogon cosmology and Nommo ancestor spirit symbolism,High,Endangered,3,5
TG-37102,Indigo Bogolanfini Mud Cloth,Not Documented,Mali,West Africa,Dogon,Shirt,Daily,Early 20th Century,Bark cloth,Mud-dyed cotton,Inkle loom,Cutwork,"Ochre, Indigo, White",Harvest,,Cowrie shells,Mountain Desert,Dogon cosmology and Nommo ancestor spirit symbolism,Low,Reviving,5,10
TG-37103,Kaba Ngondo Wrapper,,Cameroon,Central Africa,Bamileke,Trousers,Court,Ottoman Era,Wax print,None,Inkle loom,Blackwork,"Gold, Red",Harvest Dance,,Carved fly whisk,Subtropical Monsoon,Bamileke royal power and ancestor veneration,Unknown,Reviving,3,2
TG-37104,Raffia Skirt,Raffia Skirt,DR Congo,Central Africa,Kuba,Dress,Religious,19th Century,Bark cloth,None,Backstrap loom,Needlepoint,"Cream, Black",Ncyeem ap Mashyaang,Buddhist merit and dharma symbolism,Feathered headdress,Tropical Humid,Not Documented,None,Endangered,1,3
TG-37105,Royal Helmet,Royal Helmet,DR Congo,Central Africa,Kuba,Ceremonial Robe,Court,Pre-Columbian,Bark cloth,Silk thread,Batik wax resist,,"Cream, Rust",Ncyeem ap Mashyaang,None,Leopard tooth necklace,Tropical Dry Savanna,Kuba geometric pattern wisdom and royal divine kingship,Low,Active,4,3
TG-37106,Kuba Velvet Cloth,,DR Congo,Central Africa,Kuba,Scarf,Headwear,Enlightenment Era,Cowhide,None,Supplementary weft,None,"Cream, Rust",Royal Court,Maasai Engai sky god,Iron bracelet,Cold Continental,Kuba geometric pattern wisdom and royal divine kingship,Low,Endangered,3,3
TG-37107,Initiation Costume,Initiation Costume,DR Congo,Central Africa,Kuba,Parka,Court,Baroque,Bark cloth,Bark cloth,Supplementary weft,Drawn thread,"Rust, Brown Earth, Black",Funeral,Taoist cosmic balance,Cowrie belt,Temperate Maritime,Kuba geometric pattern wisdom and royal divine kingship,Medium,Extinct,8,2
TG-37108,Busuti Dress,Busuti Dress,Tanzania,East Africa,Sukuma,Bridal Ensemble,Footwear,,Bark cloth,Cotton lining,Felt pressing,Hardanger embroidery,"White, Red",Coming-of-Age,Australian Dreaming ancestors,Fly whisk,Hot Semi-Arid,Sukuma farming identity and Ngoma healing tradition,Low,Endangered,1,10
TG-37109,Kitenge Wrapper,Kitenge Wrapper,Tanzania,East Africa,Sukuma,Kitenge Loincloth,Accessory,Meiji Period,Cotton kitenge,None,Card weaving,Zardozi goldwork,"Multicolor prints, White",Coming-of-Age,Christian faith and saint veneration,Beaded headband,High Altitude Cold,Sukuma farming identity and Ngoma healing tradition,High,Reviving,7,3
TG-37110,Warrior Skin,Unknown,Tanzania,East Africa,Sukuma,Kilt,Daily,Meiji Period,Sisal,Bark cloth,Resist dyeing,Not Documented,"White, Multicolor prints",Harvest,Christian faith and saint veneration,Cowrie anklet,Tropical Humid,,None,Active,2,1
TG-37111,Ngoma Drum Costume,Ngoma Drum Costume,Tanzania,East Africa,Sukuma,Hat,Daily,Pre-Columbian,Not Documented,Sisal,Kente strip loom,Sequin applique,"Red, White, Black",Coming-of-Age,Christian faith and saint veneration,Ochre body art,Subtropical Monsoon,Sukuma farming identity and Ngoma healing tradition,Low,Extinct,6,3
TG-37112,Shendyt Kilt,Shendyt Kilt,Egypt,North Africa,Ancient Egyptian,Gown,Royal,Viking Age,Gold-thread linen,Gold-thread linen,Jacquard loom,Mola reverse applique,"White, Black Kohl",Afterlife Burial,Ancient Egyptian religion,Cartouche amulet,Subtropical Monsoon,Pharaonic divine kingship and Maat cosmic order,Very High,Active,7,4
TG-37113,Collar of Gold,Collar of Gold,Egypt,North Africa,Ancient Egyptian,,Bridal,Ottoman Era,Fine linen,Fine linen,Twill,Hardanger embroidery,"Gold, White, Lapis Blue",Military,Not Documented,Nemes headcloth,Cold Continental,Pharaonic divine kingship and Maat cosmic order,Low,Active,10,3
TG-37114,Kalasiris Linen Dress,Unknown,Egypt,North Africa,Ancient Egyptian,Robe,Outerwear,Ancient Egypt 3100-30BC,Linen gauze,Papyrus fiber,Fine linen pleating,Aari hook stitch,"Gold, Lapis Blue",Afterlife Burial,Not Documented,Not Documented,Tropical Humid,Pharaonic divine kingship and Maat cosmic order,Very High,Active,9,5
TG-37115,Taadjadjt Dress,Not Documented,Algeria,North Africa,Kabyle Berber,Crown,Ritual,,Wool,None,Narrow strip loom,Hardanger embroidery,"Indigo, White",Circumcision,None,Silver tiara,Tropical Highland,Kabyle Amazigh resistance and mountain identity,Medium,Active,3,10
TG-37116,Silver Fibula Costume,Silver Fibula Costume,Algeria,North Africa,Kabyle Berber,Scarf,Outerwear,Victorian,Linen,None,Ndop resist,Drawn thread,"Indigo, Red, White",Wedding,Aztec solar deity,Tabzimt fibula,Island Maritime,Kabyle Amazigh resistance and mountain identity,Low,Active,8,5
TG-37117,Aheggal Cape,Aheggal Cape,Algeria,North Africa,Kabyle Berber,Dress,Headwear,Timurid Era,Linen,Cotton,Sprang,Satin stitch,"Gold, Indigo, White",Yennayer Berber New Year,Animist spirit world connection,Amber beads,Equatorial Rainforest,Kabyle Amazigh resistance and mountain identity,Very High,Active,4,2
TG-37118,Tiziri Veil,Tiziri Veil,Algeria,North Africa,Kabyle Berber,Dance Costume,,Baroque,Silk,Linen,Felt pressing,Whitework,"Gold, White, Indigo",Circumcision,Maasai Engai sky god,Tabzimt fibula,Subarctic,Kabyle Amazigh resistance and mountain identity,Unknown,Active,10,7
TG-37119,Burnous Cloak,Burnous Cloak,Tunisia,North Africa,Tunisian,Dress,Footwear,Early 20th Century,Silk,,Backstrap loom,Needlepoint,"Saffron, Turquoise, Red",Circumcision,Islamic modesty and geometric pattern,Chkobba gold headpiece,Mediterranean,Carthaginian-Arab-Andalusian cultural fusion,,Active,1,6
TG-37120,Sefsari Veil,Sefsari Veil,Tunisia,North Africa,Tunisian,Tunic,Royal,Qing Dynasty,N/A,Silk thread,Unknown,Smocking,"Red, Saffron, Turquoise",Circumcision,Shinto nature kami,N/A,Hot Desert,Carthaginian-Arab-Andalusian cultural fusion,Low,Endangered,9,4
TG-37121,Jelab Robe,Jelab Robe,Sudan,North Africa,Sudanese Nubian,Armor Suit,Accessory,Contemporary,Cotton,Cotton,Backstrap loom,Cross-stitch,"Midnight Blue, Purple, Silver",Spirit Zar Ceremony,Hindu cosmic order and divine kingship,Toe ring,Hot Desert,Nubian queenly heritage and Nile Valley ancient civilization,Medium,Endangered,1,6
TG-37122,Kaftan,Not Documented,Sudan,North Africa,Sudanese Nubian,Veil,Religious,Kushite Kingdom,Cotton,Silk,Naalbinding,Sequin applique,"Gold, Midnight Blue",Spirit Zar Ceremony,N/A,Nubian gold headdress,Subtropical Monsoon,Nubian queenly heritage and Nile Valley ancient civilization,Very High,Active,6,2
TG-37123,Toob Wrap,Toob Wrap,Sudan,North Africa,Sudanese Nubian,Tunic,Tribal,Bronze Age,Satin,None,Dovetail tapestry,Beadwork,"Gold, Silver, Purple",Wedding,Taoist cosmic balance,Kohl eyes,Hot Semi-Arid,Nubian queenly heritage and Nile Valley ancient civilization,N/A,Active,8,10
TG-37124,Breton Vest,Unknown,France,Europe,Breton,Dance Costume,Festival,Ancient (pre-500 CE),Cotton lace,Cotton lace,Sprang,Not Documented,"Gold, Red",Church,Taoist cosmic balance,Celtic cross pendant,Equatorial Rainforest,Breton Celtic identity and Catholic parish tradition,None,Active,5,5
TG-37125,Festival Jacket,Festival Jacket,France,Europe,Breton,Kilt,Accessory,Victorian,Embroidered linen,Black wool,Hand spinning,Mirror work shisha,"Black, Red, Gold",Wedding,Zoroastrian fire and purity,Velvet ribbon,Hot Desert,Breton Celtic identity and Catholic parish tradition,Low,Endangered,2,3
TG-37126,Bigouden Coiffe Headdress,Unknown,France,Europe,Breton,Apron,Tribal,Early Medieval 500-1000 CE,Embroidered linen,Silk thread,Backstrap loom,Cutwork,"Gold, Black, White",Fete de Cornouaille,None,,Not Documented,Breton Celtic identity and Catholic parish tradition,Medium,Active,9,9
TG-37127,Arisaid Womens Plaid,Arisaid Womens Plaid,Scotland,Europe,Highland Scottish,Cloak,Festival,Silk Road Era,Tweed,Linen,Resist dyeing,Kasuti embroidery,"Blue, Red",Battle,Shamanic world tree and axis mundi,Sporran purse,Hot Semi-Arid,Scottish clan identity and Highland warrior heritage,None,Active,5,8
TG-37128,Great Kilt Plaid,Great Kilt Plaid,Scotland,Europe,Highland Scottish,Robe,Court,Medieval 1000-1400 CE,Tartan wool,Linen,N/A,Blackwork,"Blue, Red",Wedding,Shinto nature kami,Clan brooch,Arctic Tundra,Scottish clan identity and Highland warrior heritage,Low,Active,5,6
TG-37129,Tartan Trews,Tartan Trews,Scotland,Europe,Highland Scottish,Dance Costume,,Post-Colonial Modern,Linen,Tweed,Resist dyeing,Needle lace,"Red, Clan tartan colors",Highland Games,Zoroastrian fire and purity,Kilt pin,Not Documented,Scottish clan identity and Highland warrior heritage,Very High,Unknown,9,2
TG-37130,Telemark Bunad,,Norway,Europe,Norwegian,Sash,Tribal,Victorian,Linen,Cotton lining,Tablet weaving,Crewelwork,"Deep Red, White",Wedding,Australian Dreaming ancestors,Clasp buttons,Equatorial Rainforest,Norwegian regional identity and National Romantic heritage,Medium,Endangered,4,8
TG-37131,Cifra Embroidered Cape,Cifra Embroidered Cape,Hungary,Europe,Magyar,Crown,Royal,Timurid Era,Linen,Embroidered cotton,Supplementary weft,Beadwork,"Black, Green",Busojara Carnival,Zoroastrian fire and purity,Floral headdress,Cold Alpine,Hungarian folk identity and Pannonian steppe heritage,None,Active,10,5
TG-37132,Matyo Embroidered Blouse,Matyo Embroidered Blouse,Hungary,Europe,Magyar,Shirt,Innerwear,Victorian,Sheepskin,None,Floor loom,Phulkari bagh stitch,"Green, White",Busojara Carnival,Andean Pachamama earth spirit,Floral headdress,Tropical Highland,Hungarian folk identity and Pannonian steppe heritage,High,Active,6,2
TG-37133,Legeny Outfit,Legeny Outfit,Hungary,Europe,Magyar,Cloak,Footwear,Viking Age,Wool,Sheepskin,Plain weave,Aari hook stitch,"Green, Black",Busojara Carnival,Maasai Engai sky god,,Arctic Tundra,Hungarian folk identity and Pannonian steppe heritage,High,Reviving,8,8
TG-37134,Puszta Szur Coat,Puszta Szur Coat,Hungary,Europe,Magyar,Kaftan,Court,Baroque,Sheepskin,Linen,N/A,None,"Poppy Red, Black",Busojara Carnival,Aztec solar deity,Folk embroidered purse,Tropical Highland,Hungarian folk identity and Pannonian steppe heritage,Low,Active,3,5
TG-37135,Fustanella Kilt,Unknown,Greece,Europe,Evzone,Blouse,Daily,Victorian,Leather,Unknown,Mud cloth bogolanfini,Mola reverse applique,"White, Red",Independence Day Parade,Andean Pachamama earth spirit,Not Documented,Mediterranean,Greek national resistance and War of Independence hero legacy,Medium,Active,1,7
TG-37136,Tsarouhi Shoe,N/A,Greece,Europe,Evzone,Veil,Headwear,Ottoman-Greek period,Wool,Wool,Kente strip loom,Mirror work shisha,"White, Gold",Not Documented,Christian faith and saint veneration,Ornate sword,Subtropical Monsoon,Greek national resistance and War of Independence hero legacy,High,Reviving,8,7
TG-37137,Fermeli Jacket,Fermeli Jacket,Greece,Europe,Evzone,Wrap Skirt,Headwear,Colonial Era 1500-1900,Silk,White cotton,Supplementary weft,Mirror work shisha,"Red, Blue, Gold",Epiphany,None,Silver buttons,Hot Semi-Arid,Greek national resistance and War of Independence hero legacy,None,Extinct,3,7
TG-37138,Ie White Blouse,,Romania,Europe,Transylvanian,Ceremonial Robe,Innerwear,Ancient (pre-500 CE),Cotton,Silk thread,Unknown,N/A,"White, Blue",Wedding,Buddhist merit and dharma symbolism,Floral crown,Cold Alpine,Romanian Dacian-Slavic folk identity and Orthodox faith,High,Active,7,2
TG-37139,Cojocel Sheepskin Vest,Cojocel Sheepskin Vest,Romania,Europe,Transylvanian,Sarong,Festival,Post-Colonial Modern,Unknown,Sheepskin,Brocade,Beadwork,"Blue, Red",Martishor Spring Festival,None,Leather sash,High Altitude Cold,Romanian Dacian-Slavic folk identity and Orthodox faith,Medium,Active,1,2
TG-37140,Plakhta Skirt,Plakhta Skirt,Ukraine,Europe,Cossack Ukrainian,Ceremonial Robe,Court,Meiji Period,Cotton,None,Sprang,None,"Blue, White, Black",Kupala Night,Yoruba Orisha devotion,Not Documented,Not Documented,Ukrainian national identity and Cossack freedom spirit,Medium,Active,4,7
TG-37141,Sarafan Sundress,Not Documented,Russia,Europe,Russian Folk,Blouse,Daily,Viking Age,Velvet,Cotton,Card weaving,Shadow work,"White, Deep Blue",Church Calendar,N/A,Brocade shoes,Mountain Desert,Russian Orthodox faith and noble village craft heritage,Low,Endangered,9,8
TG-37142,Poneva Skirt,Poneva Skirt,Russia,Europe,Russian Folk,Veil,Outerwear,Victorian,Cotton,Velvet,Block printing,Blackwork,"Deep Blue, Crimson, White",Maslenitsa,Australian Dreaming ancestors,Embroidered belt,Hot Semi-Arid,Russian Orthodox faith and noble village craft heritage,Not Documented,Endangered,7,3
TG-37143,Varina Fisherwoman Dress,Varina Fisherwoman Dress,Portugal,Europe,Minho,Saree,Innerwear,Timurid Era,Wool,None,Knotted pile,None,"White, Black",Viana Festival,Confucian social hierarchy,Embroidered apron,Mountain Desert,Portuguese Minho folk pride and Marian devotion,Low,Active,9,5
TG-37144,Festival Cloak,Festival Cloak,Portugal,Europe,Minho,Wrap Skirt,Innerwear,Enlightenment Era,Linen,Linen,Plain weave,,"Gold, Black, Red",Viana Festival,None,Unknown,Subarctic,Portuguese Minho folk pride and Marian devotion,Low,Endangered,4,3
TG-37145,Lenco Handkerchief,Lenco Handkerchief,Portugal,Europe,Minho,Dance Costume,Footwear,Renaissance,Cotton,Silk thread,Narrow strip loom,Cutwork,"Red, Black",Viana Festival,Christian faith and saint veneration,Gold earrings,Temperate Maritime,Portuguese Minho folk pride and Marian devotion,Low,Reviving,5,7
TG-37146,Traje de Viana Costume,Traje de Viana Costume,Portugal,Europe,Minho,Ritual Costume,Religious,Renaissance,Linen,None,Inkle loom,Crewelwork,"Black, Gold",Wedding,Catholic,Black hat,Cold Alpine,Portuguese Minho folk pride and Marian devotion,None,Reviving,6,6
TG-37147,Traje de Flamenca,,Spain,Europe,Andalusian,Saree,Tribal,Baroque,Flounced cotton,None,Twill,,"Red, Black",Flamenco,None,Castanets,Cold Alpine,Andalusian gitano Romani culture and Moorish-Catholic fusion,Low,Active,6,3
TG-37148,Tela de Teotitlan,Tela de Teotitlan,Mexico,Americas,Zapotec,Veil,Accessory,Viking Age,Wool,Cotton lining,Screen printing,Mirror work shisha,,Market,Andean Pachamama earth spirit,Jicara gourd,Continental Steppe,Zapotec cosmic calendar and Monte Alban heritage,None,Endangered,8,7
TG-37149,Quechquemitl Cape,,Mexico,Americas,Zapotec,Armor Suit,Ritual,Qing Dynasty,Cochineal-dyed fiber,None,Backstrap loom,Not Documented,"Black, Yellow, Cochineal Red",Market,Shinto nature kami,Jade ear spool,Tropical Highland,Zapotec cosmic calendar and Monte Alban heritage,Low,Reviving,7,4
TG-37150,Huipil Blouse,Huipil Blouse,Mexico,Americas,Zapotec,Tunic,Royal,Silk Road Era,Cotton,Silk thread,Screen printing,Zardozi goldwork,"Black, Indigo Blue",Wedding,Animist spirit world connection,Huarache sandal,Tropical Highland,Zapotec cosmic calendar and Monte Alban heritage,Low,Active,8,10
TG-37151,Enredo Skirt,Enredo Skirt,Mexico,Americas,Zapotec,Body Wrap,Headwear,Timurid Era,Cotton,None,Tapestry weave,None,"Indigo Blue, Black, Yellow",Wedding,Andean Pachamama earth spirit,Jicara gourd,Subarctic,Zapotec cosmic calendar and Monte Alban heritage,Very High,Endangered,8,8
TG-37152,Terno,,Mexico,Americas,Maya Yucatec,Tunic,Ritual,Contemporary,Handwoven cotton,Cotton lining,Backstrap loom,Phulkari bagh stitch,"Flower embroidery colors, Gold, White",,None,Huarache,Cold Continental,Maya cosmovision and cenote water symbolism,Low,Extinct,1,7
TG-37153,Mestiza Dress,Mestiza Dress,Mexico,Americas,Maya Yucatec,Armor Suit,Footwear,Medieval 1000-1400 CE,Embroidered fabric,None,Shibori,Mirror work shisha,"Black, Gold",Jarana Dance,Catholic-Maya,Gold earrings,Arctic Tundra,Maya cosmovision and cenote water symbolism,Low,Active,1,1
TG-37154,Bayeta Tunic,Not Documented,Peru,Americas,Quechua,Veil,Warrior,Ancient (pre-500 CE),Cotton,Cotton,N/A,Cutwork,"Teal, Crimson",Daily Andean,Christian faith and saint veneration,Tupu pin,Not Documented,Andean Pachamama cosmology and Inka solar symbolism,None,Endangered,8,9
TG-37155,Chullu Knit Cap,Chullu Knit Cap,Peru,Americas,Quechua,Body Wrap,Court,Enlightenment Era,Vicuna fiber,Llama wool,Tie-dye,Reverse applique,"White, Teal",Inti Raymi,Zoroastrian fire and purity,Inkha kero,Arctic Tundra,Andean Pachamama cosmology and Inka solar symbolism,Low,Reviving,6,2
TG-37156,Lliclla Shawl,Lliclla Shawl,Peru,Americas,Quechua,Robe,Warrior,Post-Colonial Modern,Alpaca wool,None,Tablet weaving,Needlepoint,"Teal, Gold, Crimson",Daily Andean,Australian Dreaming ancestors,Not Documented,Arctic Tundra,Andean Pachamama cosmology and Inka solar symbolism,Low,Extinct,7,3
TG-37157,Montera Hat,N/A,,Americas,Quechua,Robe,Tribal,Mughal Period,Cotton,Cotton lining,Batik wax resist,Drawn thread,"Crimson, Teal, Gold",Inti Raymi,Hindu cosmic order and divine kingship,Inkha kero,Mountain Desert,,Very High,Endangered,5,9
TG-37158,Bombin Derby Hat,Bombin Derby Hat,Bolivia,Americas,Aymara,Coat,Headwear,Early Medieval 500-1000 CE,Silk,Handwoven,Batik wax resist,Not Documented,"Black, Multicolor, Gold",Carnaval de Oruro,Animist spirit world connection,Multiple pollera layers,Island Maritime,Cholita empowerment and Aymara indigenous identity,None,Endangered,10,9
